order_id,customer_id,product,amount
322,1322,Product-22,332
323,1323,Product-23,333
324,1324,Product-24,334
325,1325,Product-25,335
326,1326,Product-26,336
327,1327,Product-27,337
328,1328,Product-28,338
329,1329,Product-29,339
330,1330,Product-30,340
331,1331,Product-31,341
332,1332,Product-32,342
333,1333,Product-33,343
334,1334,Product-34,344
335,1335,Product-35,345
336,1336,Product-36,346
337,1337,Product-37,347
338,1338,Product-38,348
339,1339,Product-39,349
340,1340,Product-40,350
341,1341,Product-41,351
342,1342,Product-42,352
343,1343,Product-43,353
344,1344,Product-44,354
345,1345,Product-45,355
346,1346,Product-46,356
347,1347,Product-47,357
348,1348,Product-48,358
349,1349,Product-49,359
350,1350,Product-50,360
351,1351,Product-51,361
352,1352,Product-52,362
353,1353,Product-53,363
354,1354,Product-54,364
355,1355,Product-55,365
356,1356,Product-56,366
357,1357,Product-57,367
358,1358,Product-58,368
359,1359,Product-59,369
360,1360,Product-60,370
361,1361,Product-61,371
362,1362,Product-62,372
363,1363,Product-63,373
364,1364,Product-64,374
365,1365,Product-65,375
366,1366,Product-66,376
367,1367,Product-67,377
368,1368,Product-68,378
369,1369,Product-69,379
370,1370,Product-70,380
371,1371,Product-71,381
372,1372,Product-72,382
373,1373,Product-73,383
374,1374,Product-74,384
375,1375,Product-75,385
376,1376,Product-76,386
377,1377,Product-77,387
378,1378,Product-78,388
379,1379,Product-79,389
380,1380,Product-80,390
381,1381,Product-81,391
382,1382,Product-82,392
383,1383,Product-83,393
384,1384,Product-84,394
385,1385,Product-85,395
386,1386,Product-86,396
387,1387,Product-87,397
388,1388,Product-88,398
389,1389,Product-89,399
390,1390,Product-90,400
391,1391,Product-91,401
392,1392,Product-92,402
393,1393,Product-93,403
394,1394,Product-94,404
395,1395,Product-95,405
396,1396,Product-96,406
397,1397,Product-97,407
398,1398,Product-98,408
399,1399,Product-99,409
400,1400,Product-0,410
401,1401,Product-1,411
402,1402,Product-2,412
403,1403,Product-3,413
404,1404,Product-4,414
405,1405,Product-5,415
406,1406,Product-6,416
407,1407,Product-7,417
408,1408,Product-8,418
409,1409,Product-9,419
410,1410,Product-10,420
411,1411,Product-11,421
412,1412,Product-12,422
413,1413,Product-13,423
414,1414,Product-14,424
415,1415,Product-15,425
416,1416,Product-16,426
417,1417,Product-17,427
418,1418,Product-18,428
419,1419,Product-19,429
420,1420,Product-20,430
421,1421,Product-21,431
422,1422,Product-22,432
423,1423,Product-23,433
424,1424,Product-24,434
425,1425,Product-25,435
426,1426,Product-26,436
427,1427,Product-27,437
428,1428,Product-28,438
429,1429,Product-29,439
430,1430,Product-30,440
431,1431,Product-31,441
432,1432,Product-32,442
433,1433,Product-33,443
434,1434,Product-34,444
435,1435,Product-35,445
436,1436,Product-36,446
437,1437,Product-37,447
438,1438,Product-38,448
439,1439,Product-39,449
440,1440,Product-40,450
441,1441,Product-41,451
442,1442,Product-42,452
443,1443,Product-43,453
444,1444,Product-44,454
445,1445,Product-45,455
446,1446,Product-46,456
447,1447,Product-47,457
448,1448,Product-48,458
449,1449,Product-49,459
450,1450,Product-50,460
451,1451,Product-51,461
452,1452,Product-52,462
453,1453,Product-53,463
454,1454,Product-54,464
455,1455,Product-55,465
456,1456,Product-56,466
457,1457,Product-57,467
458,1458,Product-58,468
459,1459,Product-59,469
460,1460,Product-60,470
461,1461,Product-61,471
462,1462,Product-62,472
463,1463,Product-63,473
464,1464,Product-64,474
465,1465,Product-65,475
466,1466,Product-66,476
467,1467,Product-67,477
468,1468,Product-68,478
469,1469,Product-69,479
470,1470,Product-70,480
471,1471,Product-71,481
472,1472,Product-72,482
473,1473,Product-73,483
474,1474,Product-74,484
475,1475,Product-75,485
476,1476,Product-76,486
477,1477,Product-77,487
478,1478,Product-78,488
479,1479,Product-79,489
480,1480,Product-80,490
481,1481,Product-81,491
482,1482,Product-82,492
483,1483,Product-83,493
484,1484,Product-84,494
485,1485,Product-85,495
486,1486,Product-86,496
487,1487,Product-87,497
488,1488,Product-88,498
489,1489,Product-89,499
490,1490,Product-90,500
491,1491,Product-91,501
492,1492,Product-92,502
493,1493,Product-93,503
494,1494,Product-94,504
495,1495,Product-95,505
496,1496,Product-96,506
497,1497,Product-97,507
498,1498,Product-98,508
499,1499,Product-99,509
500,1500,Product-0,10
501,1501,Product-1,11
502,1502,Product-2,12
503,1503,Product-3,13
504,1504,Product-4,14
505,1505,Product-5,15
506,1506,Product-6,16
507,1507,Product-7,17
508,1508,Product-8,18
509,1509,Product-9,19
510,1510,Product-10,20
511,1511,Product-11,21
512,1512,Product-12,22
513,1513,Product-13,23
514,1514,Product-14,24
515,1515,Product-15,25
516,1516,Product-16,26
517,1517,Product-17,27
518,1518,Product-18,28
519,1519,Product-19,29
520,1520,Product-20,30
521,1521,Product-21,31
522,1522,Product-22,32
523,1523,Product-23,33
524,1524,Product-24,34
525,1525,Product-25,35
526,1526,Product-26,36
527,1527,Product-27,37
528,1528,Product-28,38
529,1529,Product-29,39
530,1530,Product-30,40
531,1531,Product-31,41
532,1532,Product-32,42
533,1533,Product-33,43
534,1534,Product-34,44
535,1535,Product-35,45
536,1536,Product-36,46
537,1537,Product-37,47
538,1538,Product-38,48
539,1539,Product-39,49
540,1540,Product-40,50
541,1541,Product-41,51
542,1542,Product-42,52
543,1543,Product-43,53
544,1544,Product-44,54
545,1545,Product-45,55
546,1546,Product-46,56
547,1547,Product-47,57
548,1548,Product-48,58
549,1549,Product-49,59
550,1550,Product-50,60
551,1551,Product-51,61
552,1552,Product-52,62
553,1553,Product-53,63
554,1554,Product-54,64
555,1555,Product-55,65
556,1556,Product-56,66
557,1557,Product-57,67
558,1558,Product-58,68
559,1559,Product-59,69
560,1560,Product-60,70
561,1561,Product-61,71
562,1562,Product-62,72
563,1563,Product-63,73
564,1564,Product-64,74
565,1565,Product-65,75
566,1566,Product-66,76
567,1567,Product-67,77
568,1568,Product-68,78
569,1569,Product-69,79
570,1570,Product-70,80
571,1571,Product-71,81
572,1572,Product-72,82
573,1573,Product-73,83
574,1574,Product-74,84
575,1575,Product-75,85
576,1576,Product-76,86
577,1577,Product-77,87
578,1578,Product-78,88
579,1579,Product-79,89
580,1580,Product-80,90
581,1581,Product-81,91
582,1582,Product-82,92
583,1583,Product-83,93
584,1584,Product-84,94
585,1585,Product-85,95
586,1586,Product-86,96
587,1587,Product-87,97
588,1588,Product-88,98
589,1589,Product-89,99
590,1590,Product-90,100
591,1591,Product-91,101
592,1592,Product-92,102
593,1593,Product-93,103
594,1594,Product-94,104
595,1595,Product-95,105
596,1596,Product-96,106
597,1597,Product-97,107
598,1598,Product-98,108
599,1599,Product-99,109
600,1600,Product-0,110
601,1601,Product-1,111
602,1602,Product-2,112
603,1603,Product-3,113
604,1604,Product-4,114
605,1605,Product-5,115
606,1606,Product-6,116
607,1607,Product-7,117
608,1608,Product-8,118
609,1609,Product-9,119
610,1610,Product-10,120
611,1611,Product-11,121
612,1612,Product-12,122
613,1613,Product-13,123
614,1614,Product-14,124
615,1615,Product-15,125
616,1616,Product-16,126
617,1617,Product-17,127
618,1618,Product-18,128
619,1619,Product-19,129
620,1620,Product-20,130
621,1621,Product-21,131
622,1622,Product-22,132
623,1623,Product-23,133
624,1624,Product-24,134
625,1625,Product-25,135
626,1626,Product-26,136
627,1627,Product-27,137
628,1628,Product-28,138
629,1629,Product-29,139
630,1630,Product-30,140
631,1631,Product-31,141
632,1632,Product-32,142
633,1633,Product-33,143
634,1634,Product-34,144
635,1635,Product-35,145
636,1636,Product-36,146
637,1637,Product-37,147
638,1638,Product-38,148
639,1639,Product-39,149
640,1640,Product-40,150
641,1641,Product-41,151
642,1642,Product-42,152
643,1643,Product-43,153
644,1644,Product-44,154
645,1645,Product-45,155
646,1646,Product-46,156
647,1647,Product-47,157
648,1648,Product-48,158
649,1649,Product-49,159
650,1650,Product-50,160
651,1651,Product-51,161
652,1652,Product-52,162
653,1653,Product-53,163
654,1654,Product-54,164
655,1655,Product-55,165
656,1656,Product-56,166
657,1657,Product-57,167
658,1658,Product-58,168
659,1659,Product-59,169
660,1660,Product-60,170
661,1661,Product-61,171
662,1662,Product-62,172
663,1663,Product-63,173
664,1664,Product-64,174
665,1665,Product-65,175
666,1666,Product-66,176
667,1667,Product-67,177
668,1668,Product-68,178
669,1669,Product-69,179
670,1670,Product-70,180
671,1671,Product-71,181
672,1672,Product-72,182
673,1673,Product-73,183
674,1674,Product-74,184
675,1675,Product-75,185
676,1676,Product-76,186
677,1677,Product-77,187
678,1678,Product-78,188
679,1679,Product-79,189
680,1680,Product-80,190
681,1681,Product-81,191
682,1682,Product-82,192
683,1683,Product-83,193
684,1684,Product-84,194
685,1685,Product-85,195
686,1686,Product-86,196
687,1687,Product-87,197
688,1688,Product-88,198
689,1689,Product-89,199
690,1690,Product-90,200
691,1691,Product-91,201
692,1692,Product-92,202
693,1693,Product-93,203
694,1694,Product-94,204
695,1695,Product-95,205
696,1696,Product-96,206
697,1697,Product-97,207
698,1698,Product-98,208
699,1699,Product-99,209
700,1700,Product-0,210
701,1701,Product-1,211
702,1702,Product-2,212
703,1703,Product-3,213
704,1704,Product-4,214
705,1705,Product-5,215
706,1706,Product-6,216
707,1707,Product-7,217
708,1708,Product-8,218
709,1709,Product-9,219
710,1710,Product-10,220
711,1711,Product-11,221
712,1712,Product-12,222
713,1713,Product-13,223
714,1714,Product-14,224
715,1715,Product-15,225
716,1716,Product-16,226
717,1717,Product-17,227
718,1718,Product-18,228
719,1719,Product-19,229
720,1720,Product-20,230
721,1721,Product-21,231
722,1722,Product-22,232
723,1723,Product-23,233
724,1724,Product-24,234
725,1725,Product-25,235
726,1726,Product-26,236
727,1727,Product-27,237
728,1728,Product-28,238
729,1729,Product-29,239
730,1730,Product-30,240
731,1731,Product-31,241
732,1732,Product-32,242
733,1733,Product-33,243
734,1734,Product-34,244
735,1735,Product-35,245
736,1736,Product-36,246
737,1737,Product-37,247
738,1738,Product-38,248
739,1739,Product-39,249
740,1740,Product-40,250
741,1741,Product-41,251
742,1742,Product-42,252
743,1743,Product-43,253
744,1744,Product-44,254
745,1745,Product-45,255
746,1746,Product-46,256
747,1747,Product-47,257
748,1748,Product-48,258
749,1749,Product-49,259
750,1750,Product-50,260
751,1751,Product-51,261
752,1752,Product-52,262
753,1753,Product-53,263
754,1754,Product-54,264
755,1755,Product-55,265
756,1756,Product-56,266
757,1757,Product-57,267
758,1758,Product-58,268
759,1759,Product-59,269
760,1760,Product-60,270
761,1761,Product-61,271
762,1762,Product-62,272
763,1763,Product-63,273
764,1764,Product-64,274
765,1765,Product-65,275
766,1766,Product-66,276
767,1767,Product-67,277
768,1768,Product-68,278
769,1769,Product-69,279
770,1770,Product-70,280
771,1771,Product-71,281
772,1772,Product-72,282
773,1773,Product-73,283
774,1774,Product-74,284
775,1775,Product-75,285
776,1776,Product-76,286
777,1777,Product-77,287
778,1778,Product-78,288
779,1779,Product-79,289
780,1780,Product-80,290
781,1781,Product-81,291
782,1782,Product-82,292
783,1783,Product-83,293
784,1784,Product-84,294
785,1785,Product-85,295
786,1786,Product-86,296
787,1787,Product-87,297
788,1788,Product-88,298
789,1789,Product-89,299
790,1790,Product-90,300
791,1791,Product-91,301
792,1792,Product-92,302
793,1793,Product-93,303
794,1794,Product-94,304
795,1795,Product-95,305
796,1796,Product-96,306
797,1797,Product-97,307
798,1798,Product-98,308
799,1799,Product-99,309
800,1800,Product-0,310
801,1801,Product-1,311
802,1802,Product-2,312
803,1803,Product-3,313
804,1804,Product-4,314
805,1805,Product-5,315
806,1806,Product-6,316
807,1807,Product-7,317
808,1808,Product-8,318
809,1809,Product-9,319
810,1810,Product-10,320
811,1811,Product-11,321
812,1812,Product-12,322
813,1813,Product-13,323
814,1814,Product-14,324
815,1815,Product-15,325
816,1816,Product-16,326
817,1817,Product-17,327
818,1818,Product-18,328
819,1819,Product-19,329
820,1820,Product-20,330
821,1821,Product-21,331
822,1822,Product-22,332
823,1823,Product-23,333
824,1824,Product-24,334
825,1825,Product-25,335
826,1826,Product-26,336
827,1827,Product-27,337
828,1828,Product-28,338
829,1829,Product-29,339
830,1830,Product-30,340
831,1831,Product-31,341
832,1832,Product-32,342
833,1833,Product-33,343
834,1834,Product-34,344
835,1835,Product-35,345
836,1836,Product-36,346
837,1837,Product-37,347
838,1838,Product-38,348
839,1839,Product-39,349
840,1840,Product-40,350
841,1841,Product-41,351
842,1842,Product-42,352
843,1843,Product-43,353
844,1844,Product-44,354
845,1845,Product-45,355
846,1846,Product-46,356
847,1847,Product-47,357
848,1848,Product-48,358
849,1849,Product-49,359
850,1850,Product-50,360
851,1851,Product-51,361
852,1852,Product-52,362
853,1853,Product-53,363
854,1854,Product-54,364
855,1855,Product-55,365
856,1856,Product-56,366
857,1857,Product-57,367
858,1858,Product-58,368
859,1859,Product-59,369
860,1860,Product-60,370
861,1861,Product-61,371
862,1862,Product-62,372
863,1863,Product-63,373
864,1864,Product-64,374
865,1865,Product-65,375
866,1866,Product-66,376
867,1867,Product-67,377
868,1868,Product-68,378
869,1869,Product-69,379
870,1870,Product-70,380
871,1871,Product-71,381
872,1872,Product-72,382
873,1873,Product-73,383
874,1874,Product-74,384
875,1875,Product-75,385
876,1876,Product-76,386
877,1877,Product-77,387
878,1878,Product-78,388
879,1879,Product-79,389
880,1880,Product-80,390
881,1881,Product-81,391
882,1882,Product-82,392
883,1883,Product-83,393
884,1884,Product-84,394
885,1885,Product-85,395
886,1886,Product-86,396
887,1887,Product-87,397
888,1888,Product-88,398
889,1889,Product-89,399
890,1890,Product-90,400
891,1891,Product-91,401
892,1892,Product-92,402
893,1893,Product-93,403
894,1894,Product-94,404
895,1895,Product-95,405
896,1896,Product-96,406
897,1897,Product-97,407
898,1898,Product-98,408
899,1899,Product-99,409
900,1900,Product-0,410
901,1901,Product-1,411
902,1902,Product-2,412
903,1903,Product-3,413
904,1904,Product-4,414
905,1905,Product-5,415
906,1906,Product-6,416
907,1907,Product-7,417
908,1908,Product-8,418
909,1909,Product-9,419
910,1910,Product-10,420
911,1911,Product-11,421
912,1912,Product-12,422
913,1913,Product-13,423
914,1914,Product-14,424
915,1915,Product-15,425
916,1916,Product-16,426
917,1917,Product-17,427
918,1918,Product-18,428
919,1919,Product-19,429
920,1920,Product-20,430
921,1921,Product-21,431
922,1922,Product-22,432
923,1923,Product-23,433
924,1924,Product-24,434
925,1925,Product-25,435
926,1926,Product-26,436
927,1927,Product-27,437
928,1928,Product-28,438
929,1929,Product-29,439
930,1930,Product-30,440
931,1931,Product-31,441
932,1932,Product-32,442
933,1933,Product-33,443
934,1934,Product-34,444
935,1935,Product-35,445
936,1936,Product-36,446
937,1937,Product-37,447
938,1938,Product-38,448
939,1939,Product-39,449
940,1940,Product-40,450
941,1941,Product-41,451
942,1942,Product-42,452
943,1943,Product-43,453
944,1944,Product-44,454
945,1945,Product-45,455
946,1946,Product-46,456
947,1947,Product-47,457
948,1948,Product-48,458
949,1949,Product-49,459
950,1950,Product-50,460
951,1951,Product-51,461
952,1952,Product-52,462
953,1953,Product-53,463
954,1954,Product-54,464
955,1955,Product-55,465
956,1956,Product-56,466
957,1957,Product-57,467
958,1958,Product-58,468
959,1959,Product-59,469
960,1960,Product-60,470
961,1961,Product-61,471
962,1962,Product-62,472
963,1963,Product-63,473
964,1964,Product-64,474
965,1965,Product-65,475
966,1966,Product-66,476
967,1967,Product-67,477
968,1968,Product-68,478
969,1969,Product-69,479
970,1970,Product-70,480
971,1971,Product-71,481
972,1972,Product-72,482
973,1973,Product-73,483
974,1974,Product-74,484
975,1975,Product-75,485
976,1976,Product-76,486
977,1977,Product-77,487
978,1978,Product-78,488
979,1979,Product-79,489
980,1980,Product-80,490
981,1981,Product-81,491
982,1982,Product-82,492
983,1983,Product-83,493
984,1984,Product-84,494
985,1985,Product-85,495
986,1986,Product-86,496
987,1987,Product-87,497
988,1988,Product-88,498
989,1989,Product-89,499
990,1990,Product-90,500
991,1991,Product-91,501
992,1992,Product-92,502
993,1993,Product-93,503
994,1994,Product-94,504
995,1995,Product-95,505
996,1996,Product-96,506
997,1997,Product-97,507
998,1998,Product-98,508
999,1999,Product-99,509
1000,1000,Product-0,10
1001,1001,Product-1,11
1002,1002,Product-2,12
1003,1003,Product-3,13
1004,1004,Product-4,14
1005,1005,Product-5,15
1006,1006,Product-6,16
1007,1007,Product-7,17
1008,1008,Product-8,18
1009,1009,Product-9,19
1010,1010,Product-10,20
1011,1011,Product-11,21
1012,1012,Product-12,22
1013,1013,Product-13,23
1014,1014,Product-14,24
1015,1015,Product-15,25
1016,1016,Product-16,26
1017,1017,Product-17,27
1018,1018,Product-18,28
1019,1019,Product-19,29
1020,1020,Product-20,30
1021,1021,Product-21,31
1022,1022,Product-22,32
1023,1023,Product-23,33
1024,1024,Product-24,34
1025,1025,Product-25,35
1026,1026,Product-26,36
1027,1027,Product-27,37
1028,1028,Product-28,38
1029,1029,Product-29,39
1030,1030,Product-30,40
1031,1031,Product-31,41
1032,1032,Product-32,42
1033,1033,Product-33,43
1034,1034,Product-34,44
1035,1035,Product-35,45
1036,1036,Product-36,46
1037,1037,Product-37,47
1038,1038,Product-38,48
1039,1039,Product-39,49
1040,1040,Product-40,50
1041,1041,Product-41,51
1042,1042,Product-42,52
1043,1043,Product-43,53
1044,1044,Product-44,54
1045,1045,Product-45,55
1046,1046,Product-46,56
1047,1047,Product-47,57
1048,1048,Product-48,58
1049,1049,Product-49,59
1050,1050,Product-50,60
1051,1051,Product-51,61
1052,1052,Product-52,62
1053,1053,Product-53,63
1054,1054,Product-54,64
1055,1055,Product-55,65
1056,1056,Product-56,66
1057,1057,Product-57,67
1058,1058,Product-58,68
1059,1059,Product-59,69
1060,1060,Product-60,70
1061,1061,Product-61,71
1062,1062,Product-62,72
1063,1063,Product-63,73
1064,1064,Product-64,74
1065,1065,Product-65,75
1066,1066,Product-66,76
1067,1067,Product-67,77
1068,1068,Product-68,78
1069,1069,Product-69,79
1070,1070,Product-70,80
1071,1071,Product-71,81
1072,1072,Product-72,82
1073,1073,Product-73,83
1074,1074,Product-74,84
1075,1075,Product-75,85
1076,1076,Product-76,86
1077,1077,Product-77,87
1078,1078,Product-78,88
1079,1079,Product-79,89
1080,1080,Product-80,90
1081,1081,Product-81,91
1082,1082,Product-82,92
1083,1083,Product-83,93
1084,1084,Product-84,94
1085,1085,Product-85,95
1086,1086,Product-86,96
1087,1087,Product-87,97
1088,1088,Product-88,98
1089,1089,Product-89,99
1090,1090,Product-90,100
1091,1091,Product-91,101
1092,1092,Product-92,102
1093,1093,Product-93,103
1094,1094,Product-94,104
1095,1095,Product-95,105
1096,1096,Product-96,106
1097,1097,Product-97,107
1098,1098,Product-98,108
1099,1099,Product-99,109
1100,1100,Product-0,110
1101,1101,Product-1,111
1102,1102,Product-2,112
1103,1103,Product-3,113
1104,1104,Product-4,114
1105,1105,Product-5,115
1106,1106,Product-6,116
1107,1107,Product-7,117
1108,1108,Product-8,118
1109,1109,Product-9,119
1110,1110,Product-10,120
1111,1111,Product-11,121
1112,1112,Product-12,122
1113,1113,Product-13,123
1114,1114,Product-14,124
1115,1115,Product-15,125
1116,1116,Product-16,126
1117,1117,Product-17,127
1118,1118,Product-18,128
1119,1119,Product-19,129
1120,1120,Product-20,130
1121,1121,Product-21,131
1122,1122,Product-22,132
1123,1123,Product-23,133
1124,1124,Product-24,134
1125,1125,Product-25,135
1126,1126,Product-26,136
1127,1127,Product-27,137
1128,1128,Product-28,138
1129,1129,Product-29,139
1130,1130,Product-30,140
1131,1131,Product-31,141
1132,1132,Product-32,142
1133,1133,Product-33,143
1134,1134,Product-34,144
1135,1135,Product-35,145
1136,1136,Product-36,146
1137,1137,Product-37,147
1138,1138,Product-38,148
1139,1139,Product-39,149
1140,1140,Product-40,150
1141,1141,Product-41,151
1142,1142,Product-42,152
1143,1143,Product-43,153
1144,1144,Product-44,154
1145,1145,Product-45,155
1146,1146,Product-46,156
1147,1147,Product-47,157
1148,1148,Product-48,158
1149,1149,Product-49,159
1150,1150,Product-50,160
1151,1151,Product-51,161
